## Field Day Open Game Data 
# Retrieved from https://fielddaylab.wisc.edu/opengamedata 
# These anonymous data are provided in service of future educational data mining research. 
# They are made available under the Creative Commons CCO 1.0 Universal license. 
# See https://creativecommons.org/publicdomain/zero/1.0/ 

## Suggested citation: 
# Field Day. (2019). Open Educational Game Play Logs - [dataset ID]. Retrieved [today's date] from https://fielddaylab.wisc.edu/opengamedata 

## Game: CRYSTAL 
# Begin Date: 2019-03-01 00:00:00 
# End Date: 2019-03-31 23:59:59 

## Field Descriptions: 
# eventCount - Number of events in the given level
# durationInSecs - Time (in seconds) spent on the given level
# stampRotateCount - Number of stamp rotate events in the level. These are MOLECULE_ROTATE events with isStamp set true.
# singleRotateCount - Number of single rotation events in the level
# moleculeMoveCount - Number of molecule move (MOLECULE_RELEASE) events in the level
# clearBtnPresses - Number of times the clear button was pressed in the level
# avgMoleculeDragDurationInSecs - The average number of seconds each drag took, over the given level
# finalScore - The final score the player received for this level, among all plays
# completesCount - The number of completion events in the level
# sessionID - The player's session ID number for this play session
# persistentSessionID - The session ID for the player's device, persists across multiple players using the same device.
# sessionEventCount - The total number of events across the entire session
# sessionDurationInSecs - The total time (in seconds) spent over the entire session
# sessionStampRotateCount - Total number of stamp rotation events over the session
# sessionSingleRotateCount - Total number of single rotation events over the session
# sessionMoleculeMoveCount - Total number of molecule move events over the session
# sessionClearBtnPresses - Total number of times the clear button was pressed during the session
# sessionMuseumDurationInSecs - Total amount of time spent in a museum during the session?
lvl0_eventCount,lvl1_eventCount,lvl2_eventCount,lvl3_eventCount,lvl4_eventCount,lvl5_eventCount,lvl6_eventCount,lvl7_eventCount,lvl8_eventCount,lvl0_durationInSecs,lvl1_durationInSecs,lvl2_durationInSecs,lvl3_durationInSecs,lvl4_durationInSecs,lvl5_durationInSecs,lvl6_durationInSecs,lvl7_durationInSecs,lvl8_durationInSecs,lvl0_stampRotateCount,lvl1_stampRotateCount,lvl2_stampRotateCount,lvl3_stampRotateCount,lvl4_stampRotateCount,lvl5_stampRotateCount,lvl6_stampRotateCount,lvl7_stampRotateCount,lvl8_stampRotateCount,lvl0_singleRotateCount,lvl1_singleRotateCount,lvl2_singleRotateCount,lvl3_singleRotateCount,lvl4_singleRotateCount,lvl5_singleRotateCount,lvl6_singleRotateCount,lvl7_singleRotateCount,lvl8_singleRotateCount,lvl0_moleculeMoveCount,lvl1_moleculeMoveCount,lvl2_moleculeMoveCount,lvl3_moleculeMoveCount,lvl4_moleculeMoveCount,lvl5_moleculeMoveCount,lvl6_moleculeMoveCount,lvl7_moleculeMoveCount,lvl8_moleculeMoveCount,lvl0_clearBtnPresses,lvl1_clearBtnPresses,lvl2_clearBtnPresses,lvl3_clearBtnPresses,lvl4_clearBtnPresses,lvl5_clearBtnPresses,lvl6_clearBtnPresses,lvl7_clearBtnPresses,lvl8_clearBtnPresses,lvl0_avgMoleculeDragDurationInSecs,lvl1_avgMoleculeDragDurationInSecs,lvl2_avgMoleculeDragDurationInSecs,lvl3_avgMoleculeDragDurationInSecs,lvl4_avgMoleculeDragDurationInSecs,lvl5_avgMoleculeDragDurationInSecs,lvl6_avgMoleculeDragDurationInSecs,lvl7_avgMoleculeDragDurationInSecs,lvl8_avgMoleculeDragDurationInSecs,lvl0_finalScore,lvl1_finalScore,lvl2_finalScore,lvl3_finalScore,lvl4_finalScore,lvl5_finalScore,lvl6_finalScore,lvl7_finalScore,lvl8_finalScore,lvl0_completesCount,lvl1_completesCount,lvl2_completesCount,lvl3_completesCount,lvl4_completesCount,lvl5_completesCount,lvl6_completesCount,lvl7_completesCount,lvl8_completesCount,QA0_answerGiven,QA1_answerGiven,QA2_answerGiven,QA0_wasCorrect,QA1_wasCorrect,QA2_wasCorrect,sessionID,persistentSessionID,sessionEventCount,sessionDurationInSecs,sessionStampRotateCount,sessionSingleRotateCount,sessionMoleculeMoveCount,sessionClearBtnPresses,sessionMuseumDurationInSecs
18,9,45,0,0,0,0,0,0,137.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,38,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2.8966250000000002,2.6957142857142857,3.0246578947368428,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020015095962350,19020015095962350,72,209.0,0,0,61,6,0
18,18,60,18,165,0,0,0,0,73.0,73.0,223.0,53.0,559.0,0,0,0,0,4,0,11,4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,12,13,39,12,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1649999999999996,1.750076923076923,2.268153846153846,1.6230000000000002,1.9562328767123291,0,0,0,0,36,30,30,36,10,0,0,0,0,1,2,4,1,6,0,0,0,0,1,0,-1,1,1,-1,19020015313279308,19020015313279308,279,981.0,92,1,149,0,35.480000000000004
14,13,19,18,19,97,21,76,66,82.0,82.0,42.0,95.0,64.0,475.0,79.0,380.0,220.0,0,1,9,4,8,27,0,32,1,0,1,0,0,0,0,0,0,0,12,9,6,12,9,63,19,41,56,0,1,0,0,0,3,0,0,0,2.27275,2.740555555555556,2.746,2.01725,3.1837777777777774,2.6990476190476205,1.4103684210526317,2.3035609756097566,1.4989107142857143,36,30,30,84,104,108,70,336,304,1,1,1,1,1,1,1,1,1,1,0,2,1,1,0,19020016071527976,19020016071527976,343,1519.0,82,1,227,4,14.189
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020016410112384,19020016410112384,8,0,0,0,7,0,0
18,0,0,0,0,0,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5291875,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020016421667532,19020016421667532,18,91.0,0,0,16,0,0
0,0,0,54,38,34,81,0,0,0,0,0,119.0,0,112.0,180.0,0,0,0,0,0,30,11,14,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,14,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5048124999999999,1.5036428571428573,2.5311111111111115,2.023354838709677,0,0,0,0,0,36,0,60,30,0,0,0,0,0,1,0,1,1,0,0,-1,-1,-1,-1,-1,-1,19020015535799720,19020617490148940,207,411.0,92,1,79,0,0
15,19,30,7,0,0,0,0,0,71.0,75.0,52.0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,13,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2755833333333333,1.777615384615385,1.2942142857142858,1.1745,0,0,0,0,0,36,30,30,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,1,-1,19020017194329800,19020017194329800,71,198.0,8,1,45,0,5.64
17,2,1,52,164,0,0,0,0,33.0,37.0,0,85.0,340.0,0,0,0,0,1,0,0,30,83,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0358571428571428,0,0,1.1255263157894737,1.3081964285714291,0,0,0,0,36,0,0,36,0,0,0,0,0,1,1,0,1,6,0,0,0,0,-1,-1,-1,-1,-1,-1,19020018010927944,19020618263718944,236,495.0,114,1,89,0,1.848
6,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020013565383240,19010417025281296,6,29.0,0,0,4,0,0
35,10,6,0,0,0,0,0,0,163.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2149090909090914,2.0170000000000003,1.01425,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020009493147416,19010119105373630,51,211.0,0,1,45,0,0
28,8,39,218,74,0,0,0,0,76.0,27.0,70.0,352.0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,25,6,21,141,43,0,0,0,0,1,0,0,4,1,0,0,0,0,1.4598800000000003,1.4178333333333335,1.3232380952380953,1.125141843971631,1.0857906976744187,0,0,0,0,36,30,30,44,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,-1,1,1,-1,19020011572505588,19020011572505588,367,525.0,9,1,236,6,4.8149999999999995
25,69,49,52,60,0,0,0,0,67.0,159.0,113.0,94.0,0,0,0,0,0,2,1,10,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,18,45,26,30,31,0,0,0,0,0,1,1,0,2,0,0,0,0,1.2262777777777776,1.464844444444444,1.5639230769230765,0.8884,1.400741935483871,0,0,0,0,36,30,30,36,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,-1,1,1,-1,19020012350675812,19000314181294972,255,433.0,26,1,150,4,0
0,0,0,0,14,37,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498625,1.5913333333333328,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,19020011440614420,19020613121526770,51,90.0,7,1,32,0,0
42,8,60,28,228,46,747,0,0,302.0,34.0,258.0,103.0,2832.0,107.0,21068.0,0,0,0,0,35,11,96,26,198,0,0,0,0,1,0,0,0,0,0,0,33,6,17,15,109,18,387,0,0,0,0,4,0,3,0,8,0,0,3.1761818181818184,2.138666666666667,3.13735294117647,2.146333333333333,2.2982110091743118,1.8149444444444442,1.4263410852713185,0,0,36,30,30,36,69,60,37,0,0,4,1,1,1,1,1,5,0,0,3,2,-1,0,0,-1,19020011441987624,19020011441987624,1159,24704.0,366,1,585,15,5.592
103,45,64,32,187,178,78,16,5,204.0,120.0,78.0,138.0,331.0,0,0,0,8.0,4,7,10,0,26,7,4,2,1,1,0,0,0,0,0,0,0,0,76,30,34,29,110,122,51,12,1,4,0,0,0,5,5,0,0,0,0.7057105263157895,1.2938666666666665,0.8820588235294118,0.9030344827586207,1.150963636363636,0.8093442622950824,0.8940196078431369,0.6869999999999999,0.637,36,30,30,84,104,0,0,0,0,3,1,1,1,1,0,0,0,1,1,0,-1,1,1,-1,19020013252511292,19020114520383016,708,879.0,61,1,465,14,4.426
17,31,25,0,0,0,0,0,0,61.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5494666666666665,1.8548333333333336,0.9505263157894737,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020014431272788,19010111311670816,73,145.0,0,1,58,0,2.222
21,35,42,107,246,0,0,0,0,80.0,108.0,172.0,300.0,2016.0,0,0,0,0,0,0,7,23,69,0,0,0,0,0,0,1,0,0,0,0,0,0,18,29,26,73,141,0,0,0,0,1,0,3,1,3,0,0,0,0,1.3548333333333333,1.457413793103448,1.2357692307692305,1.1608356164383562,1.5371276595744683,0,0,0,0,0,30,30,36,5,0,0,0,0,1,3,2,5,13,0,0,0,0,3,1,-1,0,0,-1,19020014445058708,19020014445058708,451,2676.0,99,1,287,8,72.436
16,24,38,8,0,0,0,0,0,40.0,101.0,87.0,0,0,0,0,0,0,0,6,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,15,18,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1.3000769230769227,1.8113333333333337,1.2557222222222222,1.0196666666666667,0,0,0,0,0,36,30,30,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,-1,1,1,-1,19020015111053564,19020015111053564,86,228.0,24,1,49,3,1.534
17,8,43,376,41,23,0,95,0,19.0,21.0,83.0,374.0,86.0,0,0,0,0,0,0,16,115,20,0,0,53,0,0,0,1,0,0,0,0,0,0,15,6,22,214,15,19,0,38,0,0,0,1,5,0,0,0,1,0,0.7856666666666666,1.7528333333333332,1.1529090909090909,1.075719626168225,1.2249333333333334,0.8376842105263159,0,2.0809210526315787,0,36,30,30,60,104,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,-1,1,1,-1,19020015170102924,19020015170102924,603,583.0,204,1,329,7,17.988999999999997
37,15,0,0,0,0,0,0,0,193.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0772424242424243,1.4569999999999999,0,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020015001538490,19020015001538490,52,224.0,0,0,46,0,0
14,14,29,19,65,19,2,75,16,52.0,64.0,61.0,67.0,284.0,60.0,0,244.0,51.0,0,0,11,0,16,0,0,13,0,0,0,0,0,1,0,0,0,0,12,12,10,15,35,17,0,35,11,0,0,0,0,0,0,0,0,0,1.6789166666666666,2.206,1.3830000000000002,1.8758666666666666,2.8793714285714276,1.531705882352941,0,2.3419714285714286,1.9930909090909088,36,19,30,84,50,60,0,147,27,1,1,1,2,3,1,0,1,1,1,0,0,1,1,1,19020013050442384,19020614412563310,253,883.0,40,1,147,0,14.563
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020013270149064,19020614412563310,1,0,0,0,0,0,9.316
17,31,71,134,20,54,127,0,0,93.0,124.0,158.0,293.0,55.0,105.0,138.0,0,0,0,4,15,19,5,0,14,0,0,0,1,0,0,0,0,0,0,0,15,24,34,82,11,38,76,0,0,0,1,1,2,0,0,0,0,0,2.8911333333333338,2.766541666666667,1.6250588235294119,1.1168414634146349,1.6556363636363634,1.2772368421052631,1.0138157894736846,0,0,36,30,30,36,72,60,30,0,0,1,1,1,1,2,1,1,0,0,3,0,-1,0,1,-1,19020017390888616,19020017390888616,454,966.0,57,1,280,4,0
18,8,43,43,214,49,26,73,1,59.0,25.0,147.0,148.0,1873.0,185.0,77.0,231.0,0,0,0,11,12,59,7,4,12,0,0,0,1,0,0,0,0,0,0,16,6,18,27,111,35,18,48,0,0,0,0,1,5,1,0,0,0,1.4213750000000003,1.3958333333333333,1.5732222222222223,1.652555555555556,2.3018828828828837,1.7866571428571427,1.5876666666666666,2.482249999999999,0,36,30,30,84,104,108,70,336,0,1,1,1,1,2,1,1,1,0,1,0,0,1,1,1,19020018275176812,19020018275176812,475,2745.0,105,1,279,7,0
139,212,110,40,69,0,0,0,0,565.0,495.0,215.0,149.0,0,0,0,0,0,2,48,40,12,9,0,0,0,0,1,0,0,0,0,0,0,0,0,123,100,43,19,23,0,0,0,0,5,5,0,0,0,0,0,0,0,1.7978699186991867,1.58832,1.1908372093023254,1.0601578947368422,1.4679565217391306,0,0,0,0,36,30,30,36,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,-1,1,1,-1,19020017385638030,19020209574147480,570,1424.0,111,1,308,10,12.343
18,21,0,0,0,0,0,0,0,43.0,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974625,1.6274705882352942,0,0,0,0,0,0,0,36,20,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020016295067264,19010017272834460,39,107.0,0,0,33,0,0
70,22,106,33,11,0,0,0,0,258.0,80.0,184.0,140.0,0,0,0,0,0,0,0,23,10,4,0,0,0,0,0,0,1,0,0,0,0,0,0,63,19,66,19,6,0,0,0,0,1,1,2,0,0,0,0,0,0,1.534460317460317,1.920315789473684,1.6366515151515157,1.8390000000000002,2.6076666666666664,0,0,0,0,36,30,30,68,0,0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,-1,1,1,-1,19020008524567576,19020008524567576,242,662.0,37,1,173,4,0
24,0,0,0,0,0,0,0,0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67955,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020015122526984,19020015122526984,24,63.0,0,0,20,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0969117647058821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020015171119560,19020015171119560,35,0,0,0,34,0,0
26,20,18,35,0,0,0,0,0,75.0,52.0,38.0,68.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7672500000000002,1.5493124999999999,1.6223846153846158,1.2166666666666666,0,0,0,0,0,36,30,18,36,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,1,-1,0,0,-1,19020010485406652,19020010455548052,99,233.0,2,1,76,0,1.257
16,16,67,0,0,0,0,0,0,55.0,58.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5534285714285712,2.1361666666666665,1.2153673469387758,0,0,0,0,0,0,36,30,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,-1,0,1,-1,19020015093893796,19000618385306610,99,253.0,0,1,75,0,0
143,31,33,33,29,21,88,43,16,83842.0,96.0,75.0,239.0,92.0,62.0,251.0,135.0,49.0,14,0,7,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,78,25,18,29,21,19,54,40,8,2,0,0,0,0,0,0,0,0,1.1322307692307694,1.64052,1.6017222222222223,2.376655172413794,2.1065238095238095,1.7130000000000003,1.5571666666666664,2.1063750000000003,2.72975,0,30,30,52,72,60,54,116,0,16,3,3,2,2,1,2,1,2,1,0,0,1,1,1,19020009010082290,19020608051475916,437,84841.0,27,1,292,2,27.997
19,227,92,0,0,0,0,0,0,102.0,557.0,1807.0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,156,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4242352941176468,1.3196025641025635,1.2946557377049182,0,0,0,0,0,0,36,30,10,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,3,0,-1,0,1,-1,19020011420587744,19020011420587744,338,2466.0,16,1,234,0,10.101
36,20,0,0,0,0,0,0,0,160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8120937499999998,2.6391578947368424,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020012550524770,19020012550524770,56,160.0,0,0,51,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.793705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020009584379040,19020009584379040,18,0,0,0,17,0,0
17,24,19,34,15,226,24,95,2,21.0,52.0,19.0,80.0,21.0,309.0,44.0,145.0,2.0,3,2,5,0,4,6,0,8,0,1,0,0,0,0,0,0,0,0,12,15,7,32,9,159,22,61,0,0,0,0,0,0,1,0,0,0,0.8364166666666667,1.235866666666667,0.8542857142857143,0.7050625,0.9695555555555556,0.7097924528301887,0.676590909090909,1.0185409836065578,0,36,30,30,84,104,108,70,336,0,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,19020014465545740,19020014465545740,456,693.0,28,1,317,1,0
23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9882727272727274,1.9412894736842106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020013563029816,18110214323169136,63,0,0,0,60,1,0
5,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8760000000000001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020015004931830,19020015004931830,5,19.0,0,0,3,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020014161403644,19020011420587744,1,0,0,0,0,0,4.801
122,8,151,37,31,98,0,0,0,219.0,43.0,849.0,165.0,140.0,0,0,0,0,1,0,16,0,8,5,0,0,0,1,0,0,0,0,0,0,0,0,92,6,103,34,14,86,0,0,0,0,0,6,1,0,2,0,0,0,0.7848043478260867,1.2723333333333333,1.3495728155339797,1.585588235294118,1.2705714285714287,1.0235581395348838,0,0,0,36,30,30,84,72,0,0,0,0,2,1,1,1,1,0,0,0,0,1,0,-1,1,1,-1,19020012421650936,19020012421650936,447,1416.0,30,1,335,9,0
162,18,47,198,96,31,63,108,98,677.0,77.0,102.0,562.0,277.0,94.0,193.0,363.0,265.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101,9,28,108,61,16,38,63,51,2,0,1,0,0,0,1,0,0,1.413009900990098,2.160888888888889,1.664035714285715,1.7515277777777787,1.7765409836065575,2.0652500000000003,1.94771052631579,2.3837142857142863,1.866921568627451,36,30,30,52,104,70,70,234,43,8,1,1,3,2,1,1,1,1,1,0,0,1,1,1,19020016565257884,19020016565257884,821,2610.0,0,1,475,4,41.272
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020016034282160,19020016034282160,1,0,0,0,0,0,0
16,8,16,18,0,53,15,1,10,51.0,36.0,53.0,93.0,0,266.0,65.0,0,59.0,0,0,2,4,0,24,0,0,5,0,0,1,0,0,0,0,0,0,13,6,10,12,0,25,13,0,3,0,0,0,0,0,0,0,0,0,1.7140769230769228,2.183,2.3108,2.086333333333333,0,2.7622799999999996,2.169307692307692,0,1.8266666666666664,36,30,18,84,0,96,70,0,0,1,1,1,1,0,1,1,0,1,1,0,-1,1,1,-1,19020017214238890,19020113313890732,137,623.0,35,1,82,0,1.643
24,0,0,0,0,0,0,0,0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3831904761904763,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020010564171400,19020010564171400,24,78.0,0,0,21,0,1.533
20,20,122,79,179,0,0,0,0,56.0,54.0,369.0,376.0,313.0,0,0,0,0,0,0,5,2,27,0,0,0,0,0,2,0,0,0,0,0,0,0,18,14,75,61,112,0,0,0,0,0,0,0,0,2,0,0,0,0,0.8837777777777778,0.8734999999999999,1.1029600000000002,1.1143114754098358,1.2204107142857143,0,0,0,0,36,30,30,84,72,0,0,0,0,1,1,3,2,3,0,0,0,0,1,0,-1,1,1,-1,19020012253020304,19020012253020304,420,1168.0,34,2,280,2,0
0,0,0,0,19,49,0,0,0,0,0,0,0,36.0,106.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1616875,1.1143714285714281,0,0,0,0,0,0,0,65,84,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,19020012471386228,19020012253020304,68,142.0,2,1,51,0,9.177
5,0,0,0,0,0,0,0,0,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9963333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020010420451150,19020010420451150,5,47.0,0,0,3,0,0
0,0,21,42,14,38,0,0,0,0,0,46.0,187.0,0,194.0,0,0,0,0,0,11,17,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,21,5,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.752,1.9417619047619048,2.7744,2.947875000000001,0,0,0,0,0,30,56,0,58,0,0,0,0,0,1,2,0,1,0,0,0,1,0,-1,1,1,-1,19020011290497664,18110117484999130,115,427.0,45,1,56,1,11.263000000000002
22,11,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2582105263157894,1.697,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020008444230080,19020008444230080,33,36.0,0,0,28,1,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,19020012234086628,19020318360489410,5,0,0,0,4,0,0
